# in Mpc/h Units 
# D1 = 0.321902 
# k P N P(z=0)
0.314159 93.4752 6 902.086
0.444288 51.186 12 493.973
0.54414 34.0642 8 328.738
0.628319 24.9893 6 241.161
0.702481 16.6293 24 160.481
0.76953 16.2219 24 156.55
0.888577 9.85256 12 95.0826
0.942478 12.9266 30 124.749
0.993459 7.55126 24 72.8738
1.04195 9.24272 24 89.1973
1.08828 8.17763 8 78.9186
1.13272 7.62932 24 73.6271
1.17548 7.97905 48 77.0022
1.25664 5.03264 6 48.5677
1.29531 6.14319 48 59.2851
1.33286 4.65421 36 44.9156
1.36939 4.35589 24 42.0367
1.40496 5.85855 24 56.5382
1.43966 3.73025 48 35.999
1.47354 6.22915 24 60.1147
1.53906 4.3321 24 41.8071
1.5708 5.38354 30 51.9541
1.6019 3.99662 72 38.5695
1.63242 3.65505 32 35.2732
1.6918 2.69769 72 26.0341
1.72072 5.45258 48 52.6204
1.77715 5.09241 12 49.1446
1.80471 3.21835 48 31.0588
1.83185 2.95529 48 28.5202
1.85859 3.24145 48 31.2818
1.88496 1.66826 30 16.0996
1.91096 1.36916 24 13.2132
1.93661 3.042 72 29.3569
1.98692 3.20813 24 30.9602
2.0116 3.09824 96 29.8997
2.03598 2.91155 48 28.098
2.06008 2.94013 24 28.3738
2.0839 1.90892 24 18.4221
2.10744 2.78313 72 26.8587
2.13073 2.71916 48 26.2414
2.17656 2.76273 8 26.6618
2.19911 2.67116 54 25.7781
2.22144 2.61658 84 25.2514
2.24355 1.8727 48 18.0726
2.26543 2.72278 24 26.2763
2.28711 2.14611 72 20.7111
2.30859 2.44091 96 23.5561
2.35095 1.76342 48 17.0179
2.37185 2.71244 48 26.1765
2.39257 2.61587 24 25.2446
2.4131 1.9389 72 18.7115
2.45366 1.4741 72 14.2259
2.47369 1.71864 96 16.5858
2.51327 1.1623 6 11.2169
2.53283 1.8438 96 17.7937
2.55224 2.05282 96 19.8108
2.5715 1.0765 24 10.3888
2.59062 2.04944 48 19.7782
2.6096 1.9515 96 18.833
2.62844 1.86017 48 17.9517
2.66573 1.82157 36 17.5791
2.68418 1.90247 48 18.3599
2.7025 1.70068 120 16.4125
2.7207 1.68303 56 16.2422
2.73878 3.09346 24 29.8536
2.75674 1.91117 96 18.4438
2.77458 1.83442 48 17.7031
2.80993 2.60056 24 25.0968
2.82743 1.68513 102 16.2624
2.84483 1.54132 48 14.8746
2.86213 1.58064 72 15.2541
2.87932 1.7329 48 16.7235
2.89641 1.35995 48 13.1242
2.91339 1.6479 120 15.9031
2.94708 1.71736 24 16.5734
2.96377 1.70551 144 16.4591
2.98038 1.71931 120 16.5922
2.99689 1.2395 48 11.9618
3.02964 1.72283 48 16.6262
3.04589 1.57601 96 15.2094
3.07812 1.22919 24 11.8624
3.09411 1.46285 48 14.1173
3.11002 1.71087 108 16.5108
3.12585 1.45266 72 14.019
3.14159 1.23212 30 11.8906
3.15726 1.4182 168 13.6864
3.17285 0.877701 48 8.47029
3.20381 1.31005 72 12.6427
3.21917 1.33784 96 12.9109
3.23447 1.76386 72 17.0222
3.24969 1.13356 72 10.9394
3.26484 1.36438 32 13.167
3.27992 1.35747 72 13.1003
3.29493 1.32144 144 12.7526
3.33956 1.3759 96 13.2782
3.3543 1.58153 96 15.2626
3.36898 1.2383 48 11.9503
3.3836 1.18895 72 11.474
3.39815 1.54543 120 14.9142
3.41264 1.27806 72 12.3339
3.44144 1.26339 48 12.1924
3.45575 1.22142 78 11.7874
3.47 1.12546 120 10.8613
3.48419 1.18723 48 11.4574
3.51241 1.1729 144 11.3191
3.52643 1.19896 144 11.5706
3.55431 1.25985 12 12.1583
3.56816 1.08527 144 10.4735
3.58197 1.56505 48 15.1036
3.59963 1.33258 168 12.8601
3.62306 1.00789 48 9.72668
3.63666 1.23707 168 11.9384
3.67266 1.45979 144 14.0878
3.69054 1.23436 96 11.9122
3.70388 1.50059 72 14.4815
3.71718 1.10945 48 10.7068
3.73484 0.970983 144 9.37052
3.76991 1.35143 30 13.0421
3.79166 1.11253 288 10.7366
3.80898 1.35934 56 13.1183
3.83319 1.0275 192 9.91594
3.84765 0.987056 120 9.52563
3.8817 1.02161 216 9.85913
3.89861 1.13795 96 10.9818
3.91125 0.999086 96 9.64173
3.9364 1.3416 72 12.9472
3.94892 1.22466 96 11.8186
3.97384 0.90674 24 8.75053
3.99068 1.02256 300 9.86825
4.01092 0.884152 24 8.53255
4.02933 1.27035 192 12.2596
4.04766 0.9659 120 9.32146
4.07197 1.20635 48 11.642
4.0919 0.995235 222 9.60456
4.10817 0.944704 120 9.11691
4.13063 0.927919 192 8.95493
4.14405 0.915262 144 8.83278
4.16779 0.726246 24 7.00867
4.18748 0.93538 144 9.02693
4.20316 1.15995 120 11.1942
4.2222 1.06487 192 10.2766
4.23824 0.926318 144 8.93947
4.26146 1.14425 48 11.0427
4.27797 0.907469 336 8.75757
4.29606 0.886308 48 8.55336
4.32126 1.02155 240 9.85851
4.35312 1.62717 8 15.703
4.36444 0.925813 48 8.9346
4.37895 0.951325 336 9.1808
4.40596 0.798355 174 7.70456
4.42061 0.989164 120 9.54598
4.44989 1.03405 228 9.97919
4.47135 0.905768 168 8.74115
4.49441 0.903835 144 8.7225
4.50903 0.885568 240 8.54622
4.53087 0.785333 24 7.57889
4.54485 0.967559 336 9.33747
4.56883 1.15823 144 11.1775
4.58961 0.80372 168 7.75634
4.61718 0.725691 96 7.00331
4.63377 0.987691 216 9.53176
4.66325 0.833557 288 8.04428
4.68087 0.930215 144 8.97709
4.70985 0.842906 198 8.1345
4.72865 0.929452 216 8.96971
4.75112 0.90582 168 8.74165
4.76446 0.993071 240 9.58368
4.79396 0.863104 168 8.32942
4.81157 0.883821 336 8.52936
4.8405 0.959608 240 9.26074
4.8819 0.844165 276 8.14665
4.90919 0.766684 344 7.39892
4.9274 0.63507 144 6.12877
4.95336 0.833094 240 8.03981
4.97264 0.83664 312 8.07404
5.0049 0.742919 240 7.16957
5.02655 0.616153 6 5.94622
5.04369 0.788538 384 7.60982
5.0724 0.966342 312 9.32573
5.09618 0.795741 168 7.67933
5.12103 0.829824 336 8.00826
5.14917 0.687787 336 6.63752
5.16216 0.804434 192 7.76323
5.19393 0.866269 288 8.35997
5.21395 0.859751 216 8.29707
5.23525 0.846602 240 8.17018
5.26744 0.681697 384 6.57875
5.28498 1.01546 72 9.79978
5.3076 0.775818 336 7.48706
5.34569 0.747049 378 7.20943
5.36222 0.632256 144 6.10162
5.38155 0.818708 384 7.90098
5.41298 0.734265 384 7.08605
5.43886 0.798287 344 7.7039
5.45951 0.81306 144 7.84647
5.49081 0.654965 456 6.32077
5.51553 0.695074 312 6.70785
5.53728 0.696023 144 6.717
5.56768 0.662502 552 6.39351
5.59826 0.656558 264 6.33614
5.62783 0.709155 264 6.84374
5.64631 0.680021 294 6.56257
5.66891 0.701117 432 6.76616
5.69929 0.598304 432 5.77396
5.72582 0.733649 264 7.08012
5.74576 0.638161 192 6.15861
5.77837 0.65197 468 6.29187
5.80465 0.743427 552 7.17448
5.83524 0.649408 336 6.26714
5.86196 0.748463 288 7.22308
5.88885 0.697024 456 6.72666
5.91828 0.634336 432 6.12169
5.93942 0.689778 168 6.65674
5.97346 0.627128 566 6.05213
6.00383 0.669602 432 6.46202
6.03753 0.70206 432 6.77526
6.05765 0.604428 360 5.83306
6.08553 0.666753 624 6.43453
6.11016 0.744041 264 7.1804
6.1359 0.681084 360 6.57284
6.17267 0.613322 456 5.91889
6.19846 0.579773 504 5.59512
6.23352 0.685064 564 6.61124
6.26302 0.678022 384 6.54328
6.29378 0.567309 462 5.47484
6.32143 0.636972 624 6.14713
6.35606 0.648357 432 6.257
6.38387 0.630812 624 6.08768
6.4159 0.542152 312 5.23206
6.44034 0.650186 552 6.27465
6.47521 0.630021 408 6.08004
6.4939 0.687334 600 6.63315
6.53503 0.594494 608 5.73719
