# in Mpc/h Units 
# D1 = 0.258436 
# k P N P(z=0)
18.7347 0.0479136 1680 0.717386
18.8277 0.0485894 1494 0.727505
18.9164 0.0472504 1944 0.707456
19.0083 0.0486613 1368 0.72858
19.0912 0.0460364 1584 0.68928
19.1791 0.0460469 1776 0.689437
19.2627 0.0472579 1440 0.707569
19.355 0.0478108 1968 0.715847
19.4476 0.0464369 1374 0.695276
19.5383 0.0498841 2100 0.746889
19.6314 0.045269 1640 0.677789
19.731 0.0455687 2496 0.682277
19.8246 0.0481518 1248 0.720952
19.8969 0.0479845 1512 0.718447
20.0004 0.0445999 2280 0.667771
20.0981 0.0449617 1926 0.673189
20.1907 0.0463722 2064 0.694308
20.2923 0.0426717 1920 0.638901
20.3766 0.0435746 1944 0.65242
20.4817 0.0458005 2172 0.685747
20.5802 0.0423706 2256 0.634394
20.6744 0.0429261 1736 0.642711
20.7695 0.046878 2094 0.701881
20.8661 0.043187 2328 0.646618
20.9635 0.041897 2256 0.627302
21.0605 0.0423311 1920 0.633802
21.1552 0.0438369 2520 0.656347
21.2598 0.0438249 2088 0.656167
21.3716 0.0415794 2634 0.622548
21.4685 0.0412212 2328 0.617183
21.5636 0.0413498 2304 0.61911
21.67 0.0427162 2568 0.639568
21.7712 0.0430766 2024 0.644963
21.856 0.038973 2352 0.583523
21.964 0.0394165 2718 0.590163
22.0689 0.0421642 2520 0.631303
22.1792 0.0401565 2772 0.601243
22.2806 0.0403627 2640 0.60433
22.3891 0.0394624 2880 0.59085
22.4992 0.0398589 2448 0.596787
22.5967 0.0416519 2478 0.623632
22.6978 0.0402434 2904 0.602543
22.8073 0.0397256 2816 0.594791
22.9091 0.0372046 3024 0.557046
23.0305 0.0384914 2952 0.576312
23.1358 0.0392821 2796 0.588151
23.2405 0.0356737 2982 0.534124
23.355 0.0372074 3312 0.557088
23.4601 0.0375315 2688 0.56194
23.5688 0.036574 3144 0.547605
23.6855 0.0374617 3672 0.560896
23.7877 0.0372023 2328 0.557012
23.9086 0.0360642 4046 0.539971
24.0233 0.0355943 2844 0.532936
24.1291 0.0369089 3600 0.552618
24.2431 0.0363294 3264 0.543942
24.3572 0.0349281 3288 0.52296
24.4685 0.0362122 3198 0.542186
24.5798 0.033921 3864 0.507881
24.6976 0.0346816 3456 0.51927
24.8127 0.0347546 3744 0.520364
24.936 0.0331715 3876 0.49666
25.0523 0.0335465 3392 0.502275
25.1669 0.0352876 3918 0.528343
25.2872 0.0327688 3864 0.490631
25.4083 0.0332102 4104 0.49724
25.5199 0.0325431 3480 0.487251
25.6387 0.0323647 4080 0.48458
25.7664 0.0322379 4170 0.482681
25.8855 0.0312422 4176 0.467774
26.008 0.0314547 4560 0.470956
26.1336 0.0305529 3656 0.457453
26.2469 0.0305622 4344 0.457593
26.3809 0.0295019 4830 0.441717
26.5071 0.0303946 4416 0.455083
26.6256 0.0303779 3876 0.454832
26.7421 0.0293796 4752 0.439885
26.8761 0.0290735 4968 0.435303
27.01 0.028564 4494 0.427675
27.124 0.0285955 4200 0.428146
27.2568 0.0291431 5792 0.436345
27.3851 0.0287698 4224 0.430755
27.5155 0.0276429 5220 0.413883
27.6427 0.0288033 4590 0.431257
