# in Mpc/h Units 
# D1 = 0.215728 
# k P N P(z=0)
7.22401 0.0980359 198 2.10656
7.23516 0.108707 552 2.33585
7.25595 0.119634 432 2.57065
7.27644 0.109202 312 2.34648
7.29122 0.113243 336 2.43333
7.31192 0.0994778 408 2.13754
7.33337 0.106864 432 2.29625
7.34474 0.106966 456 2.29845
7.36312 0.107174 528 2.30291
7.39021 0.107496 456 2.30983
7.40396 0.125949 168 2.70633
7.41823 0.102127 504 2.19446
7.44195 0.120416 336 2.58746
7.45982 0.0938406 456 2.01641
7.47564 0.108122 408 2.32329
7.49795 0.105129 696 2.25897
7.52344 0.107372 384 2.30717
7.54481 0.106621 126 2.29102
7.558 0.117591 492 2.52675
7.57485 0.102645 528 2.2056
7.59872 0.0979263 696 2.1042
7.61833 0.105403 416 2.26485
7.63208 0.104661 264 2.2489
7.65511 0.102051 768 2.19284
7.6749 0.108502 408 2.33146
7.69957 0.0992963 360 2.13364
7.71 0.101047 408 2.17127
7.72931 0.102686 456 2.20648
7.75392 0.0937213 408 2.01385
7.77036 0.101853 504 2.18857
7.79066 0.103912 648 2.23283
7.81535 0.0907098 360 1.94914
7.83053 0.0988479 528 2.12401
7.85864 0.0992617 582 2.1329
7.87632 0.0951835 600 2.04527
7.89523 0.102109 576 2.19408
7.914 0.0992273 408 2.13216
7.93268 0.102705 408 2.20688
7.95698 0.0966828 624 2.07748
7.97865 0.0865989 576 1.8608
8.00144 0.0968416 348 2.08089
8.01209 0.0945456 576 2.03156
8.03437 0.100251 600 2.15416
8.0589 0.0862296 600 1.85287
8.07879 0.10463 576 2.24826
8.10331 0.0869458 768 1.86826
8.12088 0.0857257 240 1.84204
8.14134 0.0880866 336 1.89277
8.15994 0.0935334 590 2.00981
8.17963 0.0920528 744 1.97799
8.20288 0.0928098 504 1.99426
8.22478 0.0940396 648 2.02069
8.24775 0.0923338 696 1.98403
8.26774 0.0911653 696 1.95893
8.29585 0.0911478 552 1.95855
8.31341 0.0904567 648 1.9437
8.33446 0.0869727 504 1.86884
8.35037 0.0880899 480 1.89284
8.37174 0.0871238 600 1.87208
8.39493 0.0921518 792 1.98012
8.41471 0.0881584 336 1.89431
8.43909 0.0927529 588 1.99304
8.46013 0.0821822 744 1.7659
8.48605 0.093625 894 2.01178
8.50984 0.0848523 648 1.82327
8.53082 0.0799293 528 1.71749
8.54904 0.0819816 696 1.76159
8.57637 0.0843769 648 1.81306
8.59669 0.0818541 936 1.75885
8.6208 0.0997432 144 2.14324
8.63354 0.0839213 840 1.80327
8.66042 0.0897815 792 1.92919
8.68183 0.087337 480 1.87666
8.70268 0.0810131 536 1.74078
8.72506 0.0805378 888 1.73056
8.7477 0.0735991 792 1.58147
8.77145 0.0833112 744 1.79016
8.79242 0.0887963 534 1.90802
8.81805 0.0790358 816 1.69829
8.83728 0.071965 408 1.54636
8.8592 0.0785994 960 1.68891
8.88614 0.0786354 708 1.68969
8.90971 0.0789623 1056 1.69671
8.93776 0.078219 864 1.68074
8.95479 0.0810791 552 1.7422
8.98268 0.0741329 528 1.59294
8.99967 0.0816498 936 1.75446
9.02501 0.0788306 888 1.69388
9.04798 0.0808099 504 1.73641
9.07075 0.0831784 696 1.78731
9.08827 0.0736609 600 1.5828
9.1155 0.0719083 798 1.54514
9.13638 0.0754829 912 1.62195
9.1598 0.0768713 912 1.65178
9.18648 0.0735562 1104 1.58055
9.21077 0.0791319 648 1.70036
9.24054 0.0713592 912 1.53334
9.25969 0.0748302 824 1.60792
9.28649 0.080731 888 1.73472
9.30524 0.0757964 456 1.62868
9.32993 0.0678821 1068 1.45862
9.35118 0.0740447 648 1.59104
9.37753 0.0811911 1032 1.7446
9.39943 0.0663038 576 1.42471
9.42618 0.0727816 1254 1.5639
9.45345 0.0774154 792 1.66347
9.47224 0.0765825 816 1.64558
9.49886 0.0778965 936 1.67381
9.52401 0.0736655 912 1.5829
9.54544 0.070547 624 1.51589
9.57046 0.0710512 1224 1.52672
9.59495 0.0737496 816 1.5847
9.61947 0.0720267 888 1.54768
9.64548 0.0727805 1152 1.56388
9.67583 0.0719156 1104 1.5453
9.69991 0.0716312 840 1.53918
9.71865 0.0725772 480 1.55951
9.74574 0.0732688 894 1.57437
9.76669 0.0763997 1236 1.64165
9.79605 0.0700374 1184 1.50494
9.82348 0.0713844 792 1.53388
9.84219 0.0704634 792 1.51409
9.86897 0.0707237 1440 1.51968
9.89283 0.070303 864 1.51064
9.92079 0.0697882 960 1.49958
9.94684 0.0666895 1128 1.433
9.97686 0.0695922 816 1.49537
9.99766 0.0692559 1008 1.48814
10.0218 0.0706592 1008 1.5183
10.0521 0.0682454 1518 1.46643
10.0762 0.067447 816 1.44928
10.1025 0.0668372 1104 1.43617
10.13 0.0657534 1056 1.41288
10.1552 0.0663843 1104 1.42644
10.1774 0.0674978 1056 1.45037
10.2056 0.0647616 1188 1.39157
10.233 0.0671043 912 1.44191
10.26 0.0658629 1368 1.41524
10.2868 0.0667581 1128 1.43447
10.3108 0.0664307 1128 1.42744
10.3392 0.0675049 992 1.45052
10.3669 0.0693853 1326 1.49092
10.3909 0.0665244 672 1.42945
10.4156 0.0667527 1632 1.43436
10.4477 0.0673913 1128 1.44808
10.468 0.0667286 1152 1.43384
10.4961 0.0658638 1104 1.41526
10.527 0.0676206 1560 1.45301
10.556 0.0625457 1272 1.34396
10.5803 0.061797 1080 1.32787
10.6074 0.0652488 1224 1.40204
10.633 0.0646127 960 1.38837
10.6646 0.0650413 1332 1.39758
10.6881 0.0604817 1158 1.29961
10.7153 0.061782 1656 1.32755
10.7456 0.0606563 1248 1.30336
10.7692 0.066621 1152 1.43153
10.7959 0.0653494 1272 1.4042
10.8278 0.0625427 1608 1.34389
10.8578 0.0665858 1464 1.43077
10.8878 0.0730882 824 1.57049
10.9128 0.0637394 1704 1.36961
10.9379 0.0584938 1200 1.25689
10.9681 0.0619017 1416 1.33012
10.9964 0.0596153 1326 1.28099
11.0235 0.0613446 1416 1.31815
11.0496 0.0606109 1200 1.30238
11.0767 0.0576453 1440 1.23866
11.1104 0.0633419 1716 1.36107
11.1386 0.0590703 1488 1.26928
11.1683 0.0595325 1536 1.27921
11.1955 0.0565007 1272 1.21406
11.221 0.0605077 1392 1.30017
11.2573 0.0629143 1800 1.35188
11.2826 0.0632765 1032 1.35966
11.3096 0.0584535 1446 1.25603
11.3402 0.0595197 1920 1.27894
11.3665 0.0597904 1032 1.28475
11.3923 0.0584893 1656 1.2568
11.4292 0.0590276 2168 1.26836
11.4591 0.060629 1440 1.30277
11.4849 0.0574646 1248 1.23478
11.5152 0.0612164 1464 1.31539
11.5455 0.0551594 1884 1.18524
11.5794 0.0547403 1680 1.17624
11.605 0.0587938 1392 1.26334
