# in Mpc/h Units 
# D1 = 0.215728 
# k P N P(z=0)
13.951 0.046385 5304 0.996704
14.0176 0.0458297 5040 0.984772
14.0783 0.0450326 4920 0.967644
14.1459 0.0462992 5750 0.994858
14.2151 0.0437976 5388 0.941106
14.2795 0.0431943 5784 0.928143
14.3486 0.0430562 5400 0.925175
14.4152 0.0430039 5640 0.924051
14.4848 0.0452597 5934 0.972523
14.5518 0.043578 6120 0.936387
14.6213 0.0430073 5544 0.924124
14.6889 0.0419062 6164 0.900463
14.7577 0.0421421 5838 0.905532
14.823 0.04291 6144 0.922033
14.8954 0.0420616 6288 0.903804
14.9629 0.0404587 6576 0.86936
15.0374 0.040133 6504 0.862362
15.1094 0.0410176 6594 0.881371
15.1805 0.0409674 7008 0.880291
15.2501 0.0414372 6200 0.890386
15.3206 0.0398997 6768 0.85735
15.3938 0.0394249 7182 0.847148
15.4649 0.0399549 6864 0.858536
15.5381 0.0391 7308 0.840166
15.6102 0.0377865 6744 0.811943
15.6826 0.0387804 7686 0.833297
15.7587 0.0389962 7280 0.837936
15.831 0.0384253 7920 0.825668
15.9075 0.0383229 7560 0.823467
15.9799 0.0372543 6948 0.800507
16.0529 0.0375535 8430 0.806936
16.1323 0.0375198 8328 0.80621
16.2083 0.0382363 7824 0.821607
16.284 0.0371215 8160 0.797652
16.3583 0.0368434 8030 0.791677
16.4387 0.0362811 9372 0.779595
16.5156 0.0364199 7968 0.782576
16.5913 0.0355345 8568 0.763551
16.6713 0.0359585 8934 0.772661
16.7473 0.0343764 8952 0.738667
16.8262 0.0359567 8880 0.772623
16.9073 0.0348944 9548 0.749798
16.987 0.0347184 9126 0.746015
17.0656 0.035054 9384 0.753226
17.1437 0.0342828 9288 0.736656
17.2234 0.0344147 9792 0.739489
17.3058 0.0336282 9570 0.72259
17.3855 0.034462 10376 0.740506
17.4681 0.0332563 10152 0.714599
17.5516 0.0333592 9960 0.71681
17.6323 0.0335985 10782 0.721951
17.7188 0.0323377 10992 0.694861
17.8032 0.0314245 10452 0.675237
17.8848 0.0324047 10806 0.6963
17.9713 0.0316544 11312 0.680178
18.0539 0.0313615 11112 0.673884
18.1377 0.0315704 10848 0.678372
18.2224 0.0318566 11394 0.684522
18.3067 0.0309787 11952 0.665658
18.3923 0.0318332 11352 0.684019
18.4801 0.0307582 12584 0.660921
18.5699 0.0303356 12390 0.651841
18.6572 0.0308053 12252 0.661932
18.7424 0.0307174 12240 0.660043
18.8315 0.0297182 12486 0.638573
18.9182 0.0300327 13080 0.645332
19.007 0.0294966 12968 0.633811
19.0958 0.0289692 12612 0.622479
19.1845 0.0288712 13974 0.620372
19.2771 0.0288431 13944 0.61977
19.3664 0.0287309 12840 0.617359
19.455 0.028418 14358 0.610634
19.5497 0.0279028 14588 0.599565
19.6422 0.0278339 14688 0.598084
19.733 0.0284929 13560 0.612245
19.8252 0.0276242 15582 0.593578
19.9184 0.0278488 14544 0.598404
20.0117 0.027273 15420 0.586032
20.1076 0.0271634 15614 0.583677
20.1995 0.0269673 14880 0.579463
20.2937 0.0271307 16728 0.582975
20.3922 0.0270817 15690 0.581922
20.4858 0.0262381 16248 0.563794
20.5801 0.0266816 16584 0.573324
20.6798 0.0263166 16904 0.565481
20.7774 0.0258631 17430 0.555737
20.875 0.0260838 16908 0.560479
20.9715 0.0263926 17640 0.567114
21.072 0.0253985 17550 0.545754
21.17 0.0253897 18696 0.545563
21.2704 0.0253065 17792 0.543777
21.3695 0.0250871 18138 0.539061
21.4685 0.0248385 19392 0.533721
21.5707 0.0249615 18768 0.536363
21.671 0.0245993 19038 0.52858
21.7719 0.0244018 19460 0.524336
21.8722 0.0240944 19992 0.517731
21.98 0.0243843 21174 0.52396
22.0835 0.0236377 20040 0.507919
22.1864 0.0238169 20628 0.511768
22.2901 0.023865 20798 0.512801
22.3939 0.0234429 21480 0.503731
22.4995 0.0234758 21792 0.504438
22.6057 0.0232543 21414 0.49968
22.7118 0.0229137 23100 0.492361
22.8187 0.022674 21992 0.487211
22.9267 0.0227807 23406 0.489504
23.0333 0.0223497 22536 0.480242
23.142 0.0221636 24348 0.476242
23.2521 0.021794 23598 0.468301
23.3607 0.0222547 24224 0.4782
23.4703 0.021567 24648 0.463423
23.5813 0.021906 24618 0.470708
23.6872 0.0211681 24192 0.454852
23.7989 0.0212333 26208 0.456254
23.9113 0.0209647 25790 0.450482
24.0243 0.0208226 26916 0.447428
24.1376 0.0207081 26214 0.444969
24.251 0.0206471 27528 0.443658
24.3653 0.0204794 27720 0.440053
24.4805 0.0205483 27122 0.441534
24.5934 0.0201469 28632 0.432908
24.7099 0.020229 28680 0.434673
24.8261 0.0200661 28722 0.431172
24.9416 0.0198494 30000 0.426516
25.0602 0.0198605 29408 0.426754
25.1775 0.0196537 30678 0.422312
25.2958 0.019368 30660 0.416172
25.4157 0.0192721 31494 0.41411
25.5352 0.0192885 31448 0.414463
25.6542 0.0190034 32160 0.408337
25.7771 0.0186597 33090 0.400953
25.8975 0.0185989 32664 0.399647
26.0182 0.018201 32718 0.391095
26.1396 0.0185406 34472 0.398393
26.263 0.0182688 34260 0.392552
26.3857 0.0180574 34302 0.38801
26.5078 0.0179695 35472 0.386122
26.6335 0.0177188 36020 0.380734
26.7594 0.017724 36942 0.380846
26.885 0.0175263 36360 0.376599
27.0121 0.0174203 38166 0.37432
27.1378 0.0170922 36804 0.367271
27.2642 0.017546 38864 0.377023
27.3935 0.0170137 39366 0.365584
27.5233 0.0168467 40068 0.361996
27.6514 0.0166604 38910 0.357992
27.7803 0.0167006 41360 0.358855
