# in Mpc/h Units 
# D1 = 0.321902 
# k P N P(z=0)
9.76669 0.376707 1236 3.63543
9.79605 0.387753 1184 3.74203
9.82348 0.343423 792 3.31422
9.84219 0.381449 792 3.68119
9.86897 0.375255 1440 3.62142
9.89283 0.375977 864 3.62839
9.92079 0.359264 960 3.4671
9.94684 0.367725 1128 3.54875
9.97686 0.37351 816 3.60458
9.99766 0.376764 1008 3.63598
10.0218 0.337741 1008 3.25939
10.0521 0.341196 1518 3.29272
10.0762 0.375563 816 3.62438
10.1025 0.359211 1104 3.46658
10.13 0.349809 1056 3.37585
10.1552 0.335805 1104 3.2407
10.1774 0.344125 1056 3.321
10.2056 0.32941 1188 3.17899
10.233 0.364961 912 3.52208
10.26 0.355855 1368 3.43419
10.2868 0.338032 1128 3.2622
10.3108 0.337181 1128 3.25398
10.3392 0.339556 992 3.2769
10.3669 0.355622 1326 3.43195
10.3909 0.37757 672 3.64375
10.4156 0.343538 1632 3.31533
10.4477 0.356991 1128 3.44516
10.468 0.324855 1152 3.13503
10.4961 0.338316 1104 3.26493
10.527 0.319823 1560 3.08646
10.556 0.331144 1272 3.19572
10.5803 0.354947 1080 3.42543
10.6074 0.370564 1224 3.57614
10.633 0.346803 960 3.34684
10.6646 0.326482 1332 3.15073
10.6881 0.327279 1158 3.15842
10.7153 0.324166 1656 3.12838
10.7456 0.322993 1248 3.11706
10.7692 0.328951 1152 3.17455
10.7959 0.318621 1272 3.07486
10.8278 0.341687 1608 3.29747
10.8578 0.326795 1464 3.15375
10.8878 0.333423 824 3.21771
10.9128 0.308486 1704 2.97706
10.9379 0.324234 1200 3.12903
10.9681 0.333959 1416 3.22289
10.9964 0.314564 1326 3.03572
11.0235 0.325649 1416 3.14269
11.0496 0.338613 1200 3.2678
11.0767 0.31229 1440 3.01377
11.1104 0.325528 1716 3.14153
11.1386 0.335782 1488 3.24048
11.1683 0.314548 1536 3.03556
11.1955 0.308331 1272 2.97556
11.221 0.319659 1392 3.08488
11.2573 0.309963 1800 2.99131
11.2826 0.341384 1032 3.29454
11.3096 0.305568 1446 2.9489
11.3402 0.308688 1920 2.97901
11.3665 0.294142 1032 2.83863
11.3923 0.307771 1656 2.97015
11.4292 0.299507 2168 2.89041
11.4591 0.312035 1440 3.01131
11.4849 0.286019 1248 2.76024
11.5152 0.294158 1464 2.83879
11.5455 0.306461 1884 2.95751
11.5794 0.302969 1680 2.92381
11.605 0.283356 1392 2.73454
11.6336 0.284302 1590 2.74367
11.6676 0.296549 2040 2.86186
11.6971 0.290675 1728 2.80517
11.728 0.311617 1464 3.00728
11.7556 0.28078 1608 2.70968
11.7865 0.287177 1656 2.77142
11.8171 0.296348 1776 2.85992
11.8458 0.282832 1800 2.72948
11.8722 0.27578 1560 2.66143
11.9022 0.277644 1512 2.67941
11.9368 0.271144 1782 2.61669
11.9681 0.290619 2264 2.80463
12.001 0.275025 1692 2.65414
12.0348 0.282501 2256 2.72629
12.0649 0.298371 1368 2.87944
12.0929 0.27809 2160 2.68372
12.1244 0.272016 1368 2.62511
12.1502 0.276754 1944 2.67083
12.1851 0.272625 1728 2.63098
12.2173 0.273186 2016 2.63639
12.2459 0.281514 1662 2.71676
12.279 0.26794 2592 2.58577
